Marca temporal,Titulaciones que imparte,Área,Género,Edad (años),Experiencia docente,"Sobre el uso de los sistemas de mensajería en clase, prefiero",¿Qué plataforma de mensajería GRUPAL usas normalmente para comunicarte con tus compañeros y estudiantes?,"¿Qué tipo de bots (programas que respondan automáticamente a preguntas u órdenes)  podrían resultar útiles para mejorar los resultados de aprendizaje de los estudiantes o ayudarte, en general, a gestionar una asignatura?","La virtualización de la enseñanza debida al COVID este año o el anterior, ¿ha significado algún cambio en tu percepción o uso de mensajería en clase?"
15/02/2021 19:59:28,Grado,Ingeniería,Hombre,25-35,0-5 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
15/02/2021 19:59:29,Grado,Ingeniería,Prefiero no decirlo,25-35,0-5 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots que guarden y recuperen preguntas frecuentes, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
15/02/2021 20:21:55,"Grado, Títulos propios",Ciencias Sociales,Mujer,35-45,0-5 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"Whatsapp, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
15/02/2021 20:34:09,"Grado, Máster, Doctorado, Aula de Mayores/Extensión Universitaria",Humanidades,Hombre,45-55,más de 25 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","Antes la usaba, pero ahora muchísimo más"
15/02/2021 20:41:13,"Grado, Máster, Títulos propios, Aula de Mayores/Extensión Universitaria",Biosanitaria,Mujer,45-55,5-15 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"Whatsapp, Telegram, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",Ni idea de usar bots,"Sí, he cambiado de plataforma de mensajería a otras más seguras."
15/02/2021 21:20:03,"Grado, Máster, Doctorado",Ingeniería,Hombre,45-55,15-25 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"Telegram, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
16/02/2021 0:01:24,Grado,Ciencias Sociales,Hombre,25-35,0-5 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots que guarden y recuperen preguntas frecuentes, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
16/02/2021 0:47:16,"Grado, Máster",Ciencias Sociales,Hombre,35-45,5-15 años,Un grupo con los estudiantes de mi asignatura,"Whatsapp, Telegram, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",Bots-agenda (que avisen p.e. del tiempo que queda para una entrega),"Sí, he cambiado de plataforma de mensajería a otras más seguras."
16/02/2021 7:57:47,Grado,Ciencias Sociales,Mujer,45-55,15-25 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",Bots que comuniquen las notas,"No, no la usaba antes ni ahora."
16/02/2021 8:35:32,Grado,Ciencias,Hombre,35-45,0-5 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",Bots que guarden y recuperen preguntas frecuentes,"No, antes la usaba y ahora la sigo usando."
16/02/2021 9:16:25,"Grado, Máster, Doctorado, Títulos propios",Ingeniería,Hombre,Más de 55,15-25 años,Un grupo para el curso completo (profesores y estudiantes),"Whatsapp, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",Bots que guarden y recuperen preguntas frecuentes,"No, antes la usaba y ahora la sigo usando."
16/02/2021 9:21:31,"Grado, Máster",Ciencias Sociales,Hombre,35-45,0-5 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
16/02/2021 9:21:58,"Grado, Máster",Ingeniería,Hombre,Más de 55,más de 25 años,Un grupo para el curso completo (profesores y estudiantes),"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento, clientes de email","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
16/02/2021 9:25:48,"Grado, Máster",Ciencias Sociales,Mujer,25-35,0-5 años,Un grupo con los estudiantes de mi asignatura,"Whatsapp, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas","No, antes la usaba y ahora la sigo usando."
16/02/2021 9:27:54,"Grado, Máster, Doctorado",Ingeniería,Mujer,45-55,más de 25 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",NO LO SÉ,SIGO USANDO PRADO IGUAL QUE ANTES
16/02/2021 9:28:07,Grado,Ingeniería,Hombre,45-55,15-25 años,Un grupo para el curso completo (profesores y estudiantes),"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas","Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
16/02/2021 9:32:27,Grado,Ingeniería,Hombre,25-35,0-5 años,Un grupo con los estudiantes de mi asignatura,"Telegram, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
16/02/2021 10:05:33,Grado,Biosanitaria,Mujer,25-35,0-5 años,Un grupo con los estudiantes de mi asignatura,"Whatsapp, Telegram, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",Bots-agenda (que avisen p.e. del tiempo que queda para una entrega),"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
16/02/2021 10:08:18,"Grado, Máster, Doctorado",Biosanitaria,Hombre,45-55,15-25 años,Un grupo con los estudiantes de mi asignatura,A través del Campus virtual de las asignaturas,"Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
16/02/2021 10:08:56,"Grado, Máster",Ciencias,Mujer,45-55,15-25 años,Un grupo con los estudiantes de mi asignatura,Whatsapp,"Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas","Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
16/02/2021 10:13:53,"Grado, Máster",Biosanitaria,Mujer,35-45,0-5 años,Un grupo con los estudiantes de mi asignatura,"Whatsapp, GroupMe","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes","Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
16/02/2021 10:15:00,Grado,Ciencias,Hombre,45-55,0-5 años,Un grupo con los estudiantes de mi asignatura,Whatsapp,"Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes","Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
16/02/2021 10:25:35,"Grado, Máster, Doctorado",Biosanitaria,Mujer,35-45,5-15 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"Ninguna, prefiero no usar ningún tipo de mensajería con los estudiantes.",Bots-agenda (que avisen p.e. del tiempo que queda para una entrega),"No, no la usaba antes ni ahora."
16/02/2021 10:43:03,Grado,Ciencias,Hombre,Más de 55,más de 25 años,Un grupo para el curso completo (profesores y estudiantes),Campus virtual,"Ninguno. No necesito una máquina que haga mi trabajo. Aparte, yo doy clase presencial todos los días y soy capaz d econtestar en persona a todas las cuestiones que surjan. Y me paso 12 horas diarias en la Facultad, así que estoy siempre disponible","No, antes la usaba y ahora la sigo usando."
16/02/2021 10:58:30,Grado,Ciencias,Mujer,25-35,0-5 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas","No, antes la usaba y ahora la sigo usando."
16/02/2021 12:19:05,"Grado, Máster",Biosanitaria,Mujer,45-55,15-25 años,Un grupo con los estudiantes de mi asignatura,campus virtual,"Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
16/02/2021 12:40:12,"Grado, Máster, Doctorado",Biosanitaria,Hombre,45-55,5-15 años,Un grupo con los estudiantes de mi asignatura,Whatsapp,"Bots que guarden y recuperen preguntas frecuentes, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando), Bots que ayuden en preguntas evaluativas de forma continuada... preguntas de recuerdo de cada tema o área, según se vayan terminando... Preguntas de repaso...","Sí, he cambiado de plataforma de mensajería a otras más seguras."
17/02/2021 8:12:35,"Grado, Máster",Biosanitaria,Hombre,45-55,más de 25 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"Whatsapp, Twitter mensajes, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",Ninguno,Un aumento en la frecuencia de uso de la mensajería.
17/02/2021 9:02:32,"Grado, Máster",Biosanitaria,Mujer,35-45,0-5 años,Un grupo con los estudiantes de mi asignatura,Moodle,Bots que guarden y recuperen preguntas frecuentes,"Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
17/02/2021 9:26:31,"Grado, Máster, Doctorado, Títulos propios",Biosanitaria,Mujer,45-55,15-25 años,Un grupo para el curso completo (profesores y estudiantes),"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots que guarden y recuperen preguntas frecuentes, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
17/02/2021 9:44:30,"Grado, Máster",Ciencias,Hombre,35-45,5-15 años,Un grupo con los estudiantes de mi asignatura,"Whatsapp, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes","No, antes la usaba y ahora la sigo usando."
17/02/2021 12:42:25,Grado,Ciencias Sociales,Prefiero no decirlo,35-45,0-5 años,Un grupo con los estudiantes de mi asignatura,"Whatsapp, Telegram, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas","No, antes la usaba y ahora la sigo usando."
17/02/2021 12:43:45,Grado,Ingeniería,Hombre,25-35,0-5 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes","No, antes la usaba y ahora la sigo usando."
17/02/2021 13:28:30,"Grado, Máster, Doctorado",Biosanitaria,Hombre,Más de 55,más de 25 años,Un grupo con los estudiantes de mi asignatura,"Whatsapp, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","Sí, he cambiado de plataforma de mensajería a otras más seguras."
17/02/2021 14:47:39,"Grado, Máster, Doctorado",Biosanitaria,Mujer,35-45,5-15 años,Un grupo con los estudiantes de mi asignatura,"Ninguna, prefiero no usar ningún tipo de mensajería con los estudiantes.",--,"No, no la usaba antes ni ahora."
17/02/2021 16:26:42,Grado,Ciencias Sociales,Mujer,35-45,5-15 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,Whatsapp,"Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
17/02/2021 18:13:20,"Grado, Máster",Ciencias Sociales,Hombre,35-45,15-25 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","Sí, he cambiado de plataforma de mensajería a otras más seguras."
18/02/2021 11:23:16,Grado,Biosanitaria,Mujer,Más de 55,más de 25 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento",Bots que guarden y recuperen preguntas frecuentes,"No, antes la usaba y ahora la sigo usando."
20/02/2021 20:18:23,Grado,Ciencias Sociales,Hombre,35-45,5-15 años,Un grupo con los estudiantes de mi asignatura,"Whatsapp, Telegram, LinkedIn","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","Sí, he cambiado de plataforma de mensajería a otras más seguras."
20/02/2021 22:15:11,Grado,Ciencias,Hombre,35-45,0-5 años,Un grupo con los estudiantes de mi asignatura,"Ninguna, prefiero no usar ningún tipo de mensajería con los estudiantes.","Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, no la usaba antes ni ahora."
21/02/2021 11:40:07,Grado,Ciencias,Mujer,25-35,0-5 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","Sí, antes no usaba ningún tipo de plataforma de mensajería y ahora sí la uso."
23/02/2021 20:40:20,"Grado, Máster",Ingeniería,Hombre,45-55,más de 25 años,Un grupo con los estudiantes de mi asignatura,"Whatsapp, Telegram","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
24/02/2021 9:38:38,"Grado, Máster",Ingeniería,Hombre,45-55,más de 25 años,"Un grupo con los estudiantes de mi asignatura, Un grupo para el curso completo (profesores y estudiantes)","PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que comuniquen las notas, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
24/02/2021 10:11:08,Grado,Ingeniería,Hombre,Más de 55,más de 25 años,Un grupo con los estudiantes de mi asignatura,"PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que comuniquen las notas","No, antes la usaba y ahora la sigo usando."
1/03/2021 22:46:29,"Grado, Máster, Títulos propios",Ingeniería,Hombre,35-45,15-25 años,Prefiero que los estudiantes se autoorganicen y no estar en ningún grupo de mensajería,"Telegram, PRADO/SWAD/otra plataforma de aprendizaje específica de la universidad, titulación o departamento","Bots-agenda (que avisen p.e. del tiempo que queda para una entrega), Bots que guarden y recuperen preguntas frecuentes, Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando), Para obtener feedback del estudiantado sobre la marcha de la asignatura.",La usaba y uso de vez en cuando para consultas/tutorías.
2/03/2021 9:37:44,"Grado, Máster, Doctorado",Ingeniería,Hombre,45-55,15-25 años,Un grupo para el curso completo (profesores y estudiantes),Foro de la asignatura en Moodle,"Bots que te ayuden con el material de clase (por ejemplo, haciendo búsquedas o preguntando)","No, antes la usaba y ahora la sigo usando."
