"Marca temporal","¿Imparte docencia en enseñanza post-secundaria (Universidad, ciclos formativos, bachillerato, otra enseñanza pública o privada)?","Titulaciones que imparte","Área","Prefiere la interacción con el estudiante","La interacción con el estudiante prefiere que se lleve a cabo","¿Qué características valora en los medios informáticos de interacción con el estudiante?","Género","Edad (años)","Experiencia docente"
"2021/04/27 1:51:39 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Biosanitaria","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Hombre","35-45","5-15 años"
"2021/04/27 1:59:39 p. m. EET","Sí","Enseñanza de Grado","Humanidades","Asíncrona: el estudiante puede preguntar en cualquier momento, el profesorado contesta cuando puede.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","Respeto a la conciliación familiar, más concentración en la explicación, ausencia de dispersión entre estudiantes que no están juntos en el mismo espacio, conceder más importancia a los medios audiovisuales","Mujer","Más de 55","más de 25 años"
"2021/04/27 2:06:25 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Tecnología/Ingeniería","Asíncrona: el estudiante puede preguntar en cualquier momento, el profesorado contesta cuando puede.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que me permita ocultar mis datos personales (tales como el teléfono);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Mujer","35-45","15-25 años"
"2021/04/27 2:08:55 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Ciencias Sociales","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Hombre","Más de 55","más de 25 años"
"2021/04/27 2:09:13 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Biosanitaria","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Admite el uso de medios ""extraoficiales"": blogs, grupos en programas de mensajería, otros medios","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que tengan un sistema que permita al profesorado añadir sus propias herramientas (por ejemplo, herramientas de corrección automática);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Hombre","Más de 55","más de 25 años"
"2021/04/27 2:25:21 p. m. EET","Sí","Enseñanza de Grado","Ciencias","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;La formación que se haya dado sobre el mismo de forma oficial.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que me permita ocultar mis datos personales (tales como el teléfono);Que me permitan extraer datos para evaluar el desempeño del estudiante","Mujer","35-45","0-5 años"
"2021/04/27 2:25:28 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Tecnología/Ingeniería","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La formación que se haya dado sobre el mismo de forma oficial.;Que permitan la transmisión unidireccional, de profesorado a estudiantes;Que me permita ocultar mis datos personales (tales como el teléfono)","Hombre","45-55","15-25 años"
"2021/04/27 2:26:50 p. m. EET","Sí","Enseñanza de Grado","Ciencias","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Admite el uso de medios ""extraoficiales"": blogs, grupos en programas de mensajería, otros medios","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Hombre","Más de 55","más de 25 años"
"2021/04/27 2:42:49 p. m. EET","Sí","Enseñanza de Grado","Humanidades","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Mujer","35-45","5-15 años"
"2021/04/27 3:04:14 p. m. EET","Sí","Enseñanza de Grado","Ciencias Sociales","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;La formación que se haya dado sobre el mismo de forma oficial.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que tengan un sistema que permita al profesorado añadir sus propias herramientas (por ejemplo, herramientas de corrección automática);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Mujer","45-55","5-15 años"
"2021/04/27 3:05:01 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Tecnología/Ingeniería","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","Que me permita ocultar mis datos personales (tales como el teléfono);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Prefiero no decirlo","25-35","5-15 años"
"2021/04/27 3:20:35 p. m. EET","Sí","Ciclos formativos de grado medio/superior","Ciencias Sociales","Asíncrona: el estudiante puede preguntar en cualquier momento, el profesorado contesta cuando puede.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Mujer","35-45","0-5 años"
"2021/04/27 3:22:38 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Ciencias Sociales","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Mujer","45-55","15-25 años"
"2021/04/27 4:40:58 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Ciencias Sociales","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;La formación que se haya dado sobre el mismo de forma oficial.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que tengan un sistema que permita al profesorado añadir sus propias herramientas (por ejemplo, herramientas de corrección automática);Que me permita ocultar mis datos personales (tales como el teléfono);Que me permitan extraer datos para evaluar el desempeño del estudiante","Hombre","Más de 55","más de 25 años"
"2021/04/27 4:57:14 p. m. EET","Sí","Enseñanza de Grado","Ciencias","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Hombre","Más de 55","más de 25 años"
"2021/04/27 5:08:06 p. m. EET","Sí","Títulos propios;Enseñanza de Grado;Máster u otro posgrado oficial","Biosanitaria","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Mujer","25-35","0-5 años"
"2021/04/27 5:18:29 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Biosanitaria","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que tengan un sistema que permita al profesorado añadir sus propias herramientas (por ejemplo, herramientas de corrección automática);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Hombre","45-55","5-15 años"
"2021/04/27 5:42:20 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Humanidades","Asíncrona: el estudiante puede preguntar en cualquier momento, el profesorado contesta cuando puede.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que tengan un sistema que permita al profesorado añadir sus propias herramientas (por ejemplo, herramientas de corrección automática);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Hombre","Más de 55","más de 25 años"
"2021/04/27 5:49:38 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Humanidades","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que tengan un sistema que permita al profesorado añadir sus propias herramientas (por ejemplo, herramientas de corrección automática);Que tengan buena capacidad de reproducir audio y vídeo","Mujer","25-35","0-5 años"
"2021/04/27 5:52:19 p. m. EET","Sí","Aula de Mayores/Extensión Universitaria;Enseñanza de Grado;Máster u otro posgrado oficial","Biosanitaria","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La formación que se haya dado sobre el mismo de forma oficial.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que tengan un sistema que permita al profesorado añadir sus propias herramientas (por ejemplo, herramientas de corrección automática);Que me permita ocultar mis datos personales (tales como el teléfono);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Hombre","45-55","5-15 años"
"2021/04/27 5:55:15 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Humanidades","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que permitan la transmisión unidireccional, de profesorado a estudiantes;Que tengan un sistema que permita al profesorado añadir sus propias herramientas (por ejemplo, herramientas de corrección automática);Que me permita ocultar mis datos personales (tales como el teléfono);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Mujer","45-55","15-25 años"
"2021/04/27 6:34:43 p. m. EET","Sí","Enseñanza de Grado","Tecnología/Ingeniería","Asíncrona: el estudiante puede preguntar en cualquier momento, el profesorado contesta cuando puede.","Admite el uso de medios ""extraoficiales"": blogs, grupos en programas de mensajería, otros medios","Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que me permita ocultar mis datos personales (tales como el teléfono);Que me permitan extraer datos para evaluar el desempeño del estudiante","Mujer","25-35","0-5 años"
"2021/04/27 6:47:19 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Tecnología/Ingeniería","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Admite el uso de medios ""extraoficiales"": blogs, grupos en programas de mensajería, otros medios","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que me permita ocultar mis datos personales (tales como el teléfono);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Hombre","35-45","15-25 años"
"2021/04/27 6:48:10 p. m. EET","Sí","Enseñanza de Grado","Tecnología/Ingeniería","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que tengan un sistema que permita al profesorado añadir sus propias herramientas (por ejemplo, herramientas de corrección automática);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Hombre","25-35","0-5 años"
"2021/04/27 6:56:33 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Ciencias Sociales","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Mujer","45-55","15-25 años"
"2021/04/27 7:03:04 p. m. EET","Sí","Enseñanza de Grado","Tecnología/Ingeniería","Asíncrona: el estudiante puede preguntar en cualquier momento, el profesorado contesta cuando puede.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que me permita ocultar mis datos personales (tales como el teléfono);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Hombre","25-35","5-15 años"
"2021/04/27 7:20:25 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Biosanitaria","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que me permita ocultar mis datos personales (tales como el teléfono)","Hombre","35-45","5-15 años"
"2021/04/27 7:24:18 p. m. EET","Sí","Títulos propios;Enseñanza de Grado;Máster u otro posgrado oficial","Tecnología/Ingeniería","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Admite el uso de medios ""extraoficiales"": blogs, grupos en programas de mensajería, otros medios","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que tengan un sistema que permita al profesorado añadir sus propias herramientas (por ejemplo, herramientas de corrección automática);Que me permita ocultar mis datos personales (tales como el teléfono);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Hombre","35-45","15-25 años"
"2021/04/27 7:43:19 p. m. EET","Sí","Enseñanza de Grado","Tecnología/Ingeniería","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que me permita ocultar mis datos personales (tales como el teléfono);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Hombre","Más de 55","5-15 años"
"2021/04/27 7:44:45 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Biosanitaria","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que tengan un sistema que permita al profesorado añadir sus propias herramientas (por ejemplo, herramientas de corrección automática);Que me permita ocultar mis datos personales (tales como el teléfono);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Mujer","35-45","0-5 años"
"2021/04/27 7:45:42 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Humanidades","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Mujer","45-55","5-15 años"
"2021/04/27 7:47:46 p. m. EET","Sí","Enseñanza de Grado","Tecnología/Ingeniería","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Admite el uso de medios ""extraoficiales"": blogs, grupos en programas de mensajería, otros medios","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que permitan la transmisión unidireccional, de profesorado a estudiantes;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que me permita ocultar mis datos personales (tales como el teléfono);Telegram funciona genial","Hombre","25-35","0-5 años"
"2021/04/27 7:48:20 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Ciencias","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La formación que se haya dado sobre el mismo de forma oficial.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que tengan un sistema que permita al profesorado añadir sus propias herramientas (por ejemplo, herramientas de corrección automática);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Hombre","45-55","más de 25 años"
"2021/04/27 8:00:18 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Tecnología/Ingeniería","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Admite el uso de medios ""extraoficiales"": blogs, grupos en programas de mensajería, otros medios","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;La formación que se haya dado sobre el mismo de forma oficial.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que tengan un sistema que permita al profesorado añadir sus propias herramientas (por ejemplo, herramientas de corrección automática);Que me permita ocultar mis datos personales (tales como el teléfono);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Mujer","45-55","más de 25 años"
"2021/04/27 8:32:29 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial;Programa de doctorado","Tecnología/Ingeniería","Asíncrona: el estudiante puede preguntar en cualquier momento, el profesorado contesta cuando puede.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que me permita ocultar mis datos personales (tales como el teléfono);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Hombre","35-45","5-15 años"
"2021/04/27 8:38:30 p. m. EET","Sí","Enseñanza de Grado","Humanidades","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Mujer","Más de 55","15-25 años"
"2021/04/27 9:55:46 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Ciencias","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que me permita ocultar mis datos personales (tales como el teléfono);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Mujer","35-45","5-15 años"
"2021/04/27 10:39:48 p. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Ciencias","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que tengan un sistema que permita al profesorado añadir sus propias herramientas (por ejemplo, herramientas de corrección automática);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Hombre","Más de 55","más de 25 años"
"2021/04/28 12:35:35 a. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Tecnología/Ingeniería","Asíncrona: el estudiante puede preguntar en cualquier momento, el profesorado contesta cuando puede.","Admite el uso de medios ""extraoficiales"": blogs, grupos en programas de mensajería, otros medios","Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que me permita ocultar mis datos personales (tales como el teléfono)","Mujer","45-55","15-25 años"
"2021/04/28 2:19:47 a. m. EET","Sí","Títulos propios;Máster u otro posgrado oficial","Tecnología/Ingeniería","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que me permita ocultar mis datos personales (tales como el teléfono);Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Mujer","35-45","15-25 años"
"2021/04/28 7:21:39 a. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Ciencias","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Prefiero no decirlo","45-55","más de 25 años"
"2021/04/28 7:53:25 a. m. EET","Sí","Enseñanza de Grado","Tecnología/Ingeniería","Asíncrona: el estudiante puede preguntar en cualquier momento, el profesorado contesta cuando puede.","Admite el uso de medios ""extraoficiales"": blogs, grupos en programas de mensajería, otros medios","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Hombre","45-55","15-25 años"
"2021/04/28 9:30:40 a. m. EET","Sí","Ciclos formativos de grado medio/superior;Enseñanza de Grado","Biosanitaria","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que permitan la transmisión unidireccional, de profesorado a estudiantes;Que me permita ocultar mis datos personales (tales como el teléfono)","Hombre","35-45","0-5 años"
"2021/04/28 9:31:15 a. m. EET","Sí","Enseñanza de Grado;Máster u otro posgrado oficial","Ciencias","Síncrona: estudiantes(s) y profesor(es) en el mismo espacio, simultáneamente.","Admite el uso de medios ""extraoficiales"": blogs, grupos en programas de mensajería, otros medios","Que no sean jerárquicos y que permitan la interacción entre profesorado/estudiantes y entre ellos también.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.","Prefiero no decirlo","35-45","15-25 años"
"2021/04/28 10:12:11 a. m. EET","Sí","Máster u otro posgrado oficial","Biosanitaria","Asíncrona: el estudiante puede preguntar en cualquier momento, el profesorado contesta cuando puede.","Por medios ""oficiales"": visitas al despacho, foros/mensajes en el campus virtual, correo electrónico ""corporativo""","La familiaridad con su uso, es decir, que no tenga que aprender nuevos medios.;Que permitan funcionalidades adicionales, como conexión a otras herramientas;Que no me tenga que preocupar del mantenimiento y que sea fácilmente sostenible de un año al siguiente.;Que me permitan extraer datos para evaluar el desempeño del estudiante","Mujer","45-55","0-5 años"
